FeatureID,Taxon,Confidence
ASV_240,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Lentibacter,1.000
ASV_241,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella,0.825
ASV_242,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Roseibacillus,1.000
ASV_243,Bacteria;Firmicutes;Bacilli;Bacillales;Family XII;Exiguobacterium,1.000
ASV_244,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;Phenylobacterium falsum,0.705
ASV_245,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_246,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Oceanisphaera,0.993
ASV_247,Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Thiovulaceae;Thiovulum;uncultured Epsilonproteobacteria bacterium,0.755
ASV_248,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus,0.997
ASV_249,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;Alteromonas naphthalenivorans,0.714
ASV_250,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Litorimicrobium,0.977
ASV_251,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Cryomorphaceae;Owenweeksia;uncultured Owenweeksia sp.,1.000
ASV_252,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Ponticaulis;uncultured bacterium,0.978
ASV_253,Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Fabibacter;Fabibacter sp. 4D4,0.773
ASV_254,Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;Pseudobacteriovorax;Pseudobacteriovorax antillogorgiicola,0.942
ASV_255,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter,0.894
ASV_256,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,1.000
ASV_257,Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas;gamma proteobacterium ectosymbiont of Rimicaris exoculata,0.938
ASV_258,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter,0.995
ASV_259,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Crocinitomicaceae;uncultured;uncultured Brumimicrobium sp.,0.731
ASV_260,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Salmonella,1.000
ASV_261,Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Neisseriaceae,0.855
ASV_262,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pelagibaca,0.712
ASV_263,Bacteria;Planctomycetes;OM190,0.927
ASV_264,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Marinobacterium;Marinobacterium stanieri,0.815
ASV_265,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter,0.858
ASV_266,Bacteria;Proteobacteria;Gammaproteobacteria,0.998
ASV_267,Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;Picochlorum sp. SENEW3,0.998
ASV_268,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Neptuniibacter;uncultured Neptunomonas sp.,0.853
ASV_269,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_270,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;Stappia,1.000
ASV_271,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella,0.779
ASV_272,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Palleronia;Palleronia abyssalis,0.702
ASV_273,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ponticoccus,0.903
ASV_274,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseovarius,0.795
ASV_275,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_276,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter,1.000
ASV_277,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marivivens,0.974
ASV_278,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Ponticaulis;Ponticaulis koreensis DSM 19734,1.000
ASV_279,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_280,Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales;uncultured bacterium,0.999
ASV_281,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae,1.000
ASV_282,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Tepidibacter;uncultured bacterium,0.897
ASV_283,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;uncultured;Clostridiales bacterium HAW-EB17,1.000
ASV_284,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae,0.796
ASV_285,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas,1.000
ASV_286,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium,0.998
ASV_287,Bacteria,0.998
ASV_288,Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Methylophilaceae,0.999
ASV_289,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;BD2-7;uncultured gamma proteobacterium,0.820
ASV_290,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus,0.999
ASV_291,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria,0.874
ASV_292,Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales;Deltaproteobacteria bacterium SKP-2,1.000
ASV_293,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;Haliangium;uncultured delta proteobacterium,0.927
ASV_294,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_295,Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Roseivirga,1.000
ASV_296,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_297,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales,0.995
ASV_298,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_299,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Palleronia;uncultured bacterium,0.836
ASV_300,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;uncultured delta proteobacterium,0.976
ASV_301,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pelagibaca,0.745
ASV_302,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Tepidibacter,1.000
ASV_303,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Henriciella,1.000
ASV_304,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Citreicella,0.959
ASV_305,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,1.000
ASV_306,Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae,1.000
ASV_307,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas,0.740
ASV_308,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Peredibacter;uncultured bacterium,0.976
ASV_309,Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Reichenbachiella;uncultured Flexibacteraceae bacterium,0.762
ASV_310,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Cobetia,0.997
ASV_311,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;uncultured;uncultured delta proteobacterium,0.896
ASV_312,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Marinobacteraceae;Marinobacter,1.000
ASV_313,Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;uncultured,1.000
ASV_314,Bacteria;Proteobacteria;Gammaproteobacteria;OM182 clade,1.000
ASV_315,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Alkanindiges;uncultured gamma proteobacterium,0.838
ASV_316,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae,0.740
ASV_317,Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella;metagenome,0.831
ASV_318,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus,0.840
ASV_319,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus,0.999
ASV_320,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Maribius;uncultured marine bacterium,0.997
ASV_321,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Rheinheimera,1.000
ASV_322,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_323,Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Thiovulaceae;Thiovulum;uncultured Epsilonproteobacteria bacterium,0.776
ASV_324,Bacteria;Firmicutes,1.000
ASV_325,Bacteria;Proteobacteria,0.981
ASV_326,Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Roseivirga;uncultured marine bacterium,0.989
ASV_327,Bacteria;Proteobacteria,0.881
ASV_328,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,0.999
ASV_329,Bacteria;Firmicutes;Clostridia;Clostridiales;Family XII;Fusibacter;uncultured low G+C Gram-positive bacterium,0.906
ASV_330,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Peredibacter;uncultured bacterium,0.992
ASV_331,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,1.000
ASV_332,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,1.000
ASV_333,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas arabiensis,0.872
ASV_334,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter,1.000
ASV_335,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_336,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,0.997
ASV_337,Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia,0.990
ASV_338,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,0.863
ASV_339,Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella,1.000
ASV_340,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Oceanisphaera,1.000
ASV_341,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,0.998
ASV_342,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,1.000
ASV_343,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_344,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;Zhongshania,0.803
ASV_345,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;uncultured,1.000
ASV_346,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria,1.000
ASV_347,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;uncultured;uncultured Oceanirhabdus sp.,1.000
ASV_348,Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Massilia;Massilia consociata,0.827
ASV_349,Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Fabibacter;uncultured bacterium,0.936
ASV_350,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,1.000
ASV_351,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio sp. 16,0.742
ASV_352,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Tepidibacter,1.000
ASV_353,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_354,Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales;uncultured bacterium,0.790
ASV_355,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Oceanisphaera;uncultured bacterium,0.889
ASV_356,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella sp. EM175,0.843
ASV_357,Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Massilia;Massilia consociata,0.979
ASV_358,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus,0.990
ASV_359,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Luminiphilus,0.921
ASV_360,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,1.000
ASV_361,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sagittula;Sagittula stellata,0.869
ASV_362,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae,1.000
ASV_363,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales,0.932
ASV_364,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Marinagarivorans;gamma proteobacterium GE09,0.969
ASV_365,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_366,Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Massilia,0.999
ASV_367,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Marinagarivorans;gamma proteobacterium GE09,0.984
ASV_368,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter,0.985
ASV_369,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter,0.965
ASV_370,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_371,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria,0.795
ASV_372,Bacteria;Proteobacteria;Gammaproteobacteria;Ga0077536;uncultured gamma proteobacterium,0.789
ASV_373,Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella;uncultured marine bacterium,0.759
ASV_374,Bacteria;Planctomycetes;OM190,1.000
ASV_375,Bacteria,0.933
ASV_376,Bacteria,0.996
ASV_377,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas,1.000
ASV_378,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus,0.958
ASV_379,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_380,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_381,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_382,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Puniceibacterium;Puniceibacterium sp. IMCC21224,0.964
ASV_383,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales,0.998
ASV_384,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;uncultured;uncultured sediment bacterium,0.887
ASV_385,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia,0.999
ASV_386,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Cryomorphaceae;Owenweeksia;Owenweeksia hongkongensis DSM 17368,0.995
ASV_387,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;uncultured bacterium,0.842
ASV_388,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Crocinitomicaceae;uncultured,0.882
ASV_389,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Neptuniibacter,1.000
ASV_390,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;uncultured,0.842
ASV_391,Bacteria;Firmicutes;Clostridia;Clostridiales;Family XII;Fusibacter;uncultured bacterium,0.845
ASV_392,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1,1.000
ASV_393,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter,0.983
ASV_394,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;Nannocystis;uncultured delta proteobacterium,0.996
ASV_395,Bacteria;Proteobacteria;Gammaproteobacteria,0.930
ASV_396,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,1.000
ASV_397,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 4;Paramaledivibacter;uncultured bacterium,0.919
ASV_398,Bacteria;Proteobacteria;Gammaproteobacteria;Acidithiobacillales;Acidithiobacillaceae;KCM-B-112,1.000
ASV_399,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;uncultured;uncultured gamma proteobacterium,0.811
ASV_400,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium,1.000
ASV_401,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_402,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales,0.722
ASV_403,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales,0.920
ASV_404,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Roseibacillus,1.000
ASV_405,Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Methylophilaceae;Methylotenera,0.999
ASV_406,Bacteria;Proteobacteria;Gammaproteobacteria;Piscirickettsiales;Piscirickettsiaceae;Candidatus Endoecteinascidia;uncultured gamma proteobacterium,0.947
ASV_407,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,0.925
ASV_408,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae,0.937
ASV_409,Bacteria,0.999
ASV_410,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Rheinheimera;Rheinheimera sp. Gbf-Ret-3,0.891
ASV_411,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;uncultured;uncultured Oceanirhabdus sp.,0.999
ASV_412,Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae,1.000
ASV_413,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,0.937
ASV_414,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 4;Paramaledivibacter;uncultured bacterium,0.999
ASV_415,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae,0.959
ASV_416,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Litoricolaceae;Litoricola,0.989
ASV_417,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Celeribacter,0.765
ASV_418,Bacteria,1.000
ASV_419,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium,1.000
ASV_420,Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;RS62 marine group,0.942
ASV_421,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_422,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella sp. E505-9,0.998
ASV_423,Bacteria;Proteobacteria;Gammaproteobacteria,0.861
ASV_424,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio,0.999
ASV_425,Bacteria;Bacteroidetes;Rhodothermia;Rhodothermales;Rhodothermaceae,1.000
ASV_426,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales,0.752
ASV_427,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tateyamaria,0.992
ASV_428,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Thalassotalea;Thalassotalea eurytherma,0.999
ASV_429,Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma,0.992
ASV_430,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,1.000
ASV_431,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;Oleispira,0.998
ASV_432,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae,1.000
ASV_433,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae,0.781
ASV_434,Unassigned,0.301
ASV_435,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales,0.766
ASV_436,Bacteria,0.998
ASV_437,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;uncultured;uncultured alpha proteobacterium,0.764
ASV_438,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria,0.998
ASV_439,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella fidelis,0.733
ASV_440,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,0.982
ASV_441,Bacteria;Firmicutes;Clostridia;Clostridiales;Family XII;Fusibacter;Clostridium sp. BA-1,1.000
ASV_442,Bacteria;Bacteroidetes;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured,1.000
ASV_443,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,1.000
ASV_444,Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella,0.995
ASV_445,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,0.968
ASV_446,Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Hydrogenophilaceae;Thiobacillus,1.000
ASV_447,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_448,Bacteria;Proteobacteria;Gammaproteobacteria;KI89A clade;uncultured sediment bacterium,0.903
ASV_449,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,1.000
ASV_450,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,1.000
ASV_451,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1,1.000
ASV_452,Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02;uncultured bacterium,0.735
ASV_453,Bacteria;Firmicutes;Clostridia;Clostridiales;Family XII;Fusibacter;uncultured low G+C Gram-positive bacterium,1.000
ASV_454,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae,0.997
ASV_455,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudodonghicola,1.000
ASV_456,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Ponticaulis;uncultured organism,0.733
ASV_457,Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Flammeovirgaceae;uncultured;Marivirga sericea,1.000
ASV_458,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,0.978
